Date,Value
1999-12-01,168.8
2000-01-01,169.3
2000-02-01,170.0
2000-03-01,171.0
2000-04-01,170.9
2000-05-01,171.2
2000-06-01,172.2
2000-07-01,172.7
2000-08-01,172.7
2000-09-01,173.6
2000-10-01,173.9
2000-11-01,174.2
2000-12-01,174.6
2001-01-01,175.6
2001-02-01,176.0
2001-03-01,176.1
2001-04-01,176.4
2001-05-01,177.3
2001-06-01,177.7
2001-07-01,177.4
2001-08-01,177.4
2001-09-01,178.1
2001-10-01,177.6
2001-11-01,177.5
2001-12-01,177.4
2002-01-01,177.7
2002-02-01,178.0
2002-03-01,178.5
2002-04-01,179.3
2002-05-01,179.5
2002-06-01,179.6
2002-07-01,180.0
2002-08-01,180.5
2002-09-01,180.8
2002-10-01,181.2
2002-11-01,181.5
2002-12-01,181.8
2003-01-01,182.6
2003-02-01,183.6
2003-03-01,183.9
2003-04-01,183.2
2003-05-01,182.9
2003-06-01,183.1
2003-07-01,183.7
2003-08-01,184.5
2003-09-01,185.1
2003-10-01,184.9
2003-11-01,185.0
2003-12-01,185.5
2004-01-01,186.3
2004-02-01,186.7
2004-03-01,187.1
2004-04-01,187.4
2004-05-01,188.2
2004-06-01,188.9
2004-07-01,189.1
2004-08-01,189.2
2004-09-01,189.8
2004-10-01,190.8
2004-11-01,191.7
2004-12-01,191.7
2005-01-01,191.6
2005-02-01,192.4
2005-03-01,193.1
2005-04-01,193.7
2005-05-01,193.6
2005-06-01,193.7
2005-07-01,194.9
2005-08-01,196.1
2005-09-01,198.8
2005-10-01,199.1
2005-11-01,198.1
2005-12-01,198.1
2006-01-01,199.3
2006-02-01,199.4
2006-03-01,199.7
2006-04-01,200.7
2006-05-01,201.3
2006-06-01,201.8
2006-07-01,202.9
2006-08-01,203.8
2006-09-01,202.8
2006-10-01,201.9
2006-11-01,202.0
2006-12-01,203.1
2007-01-01,203.437
2007-02-01,204.226
2007-03-01,205.288
2007-04-01,205.904
2007-05-01,206.755
2007-06-01,207.234
2007-07-01,207.603
2007-08-01,207.667
2007-09-01,208.547
2007-10-01,209.19
2007-11-01,210.834
2007-12-01,211.445
2008-01-01,212.174
2008-02-01,212.687
2008-03-01,213.448
2008-04-01,213.942
2008-05-01,215.208
2008-06-01,217.463
2008-07-01,219.016
2008-08-01,218.69
2008-09-01,218.877
2008-10-01,216.995
2008-11-01,213.153
2008-12-01,211.398
2009-01-01,211.933
2009-02-01,212.705
2009-03-01,212.495
2009-04-01,212.709
2009-05-01,213.022
2009-06-01,214.79
2009-07-01,214.726
2009-08-01,215.445
2009-09-01,215.861
2009-10-01,216.509
2009-11-01,217.234
2009-12-01,217.347
2010-01-01,217.488
2010-02-01,217.281
2010-03-01,217.353
2010-04-01,217.403
2010-05-01,217.29
2010-06-01,217.199
2010-07-01,217.605
2010-08-01,217.923
2010-09-01,218.275
2010-10-01,219.035
2010-11-01,219.59
2010-12-01,220.472
2011-01-01,221.187
2011-02-01,221.898
2011-03-01,223.046
2011-04-01,224.093
2011-05-01,224.806
2011-06-01,224.806
2011-07-01,225.395
2011-08-01,226.106
2011-09-01,226.597
2011-10-01,226.75
2011-11-01,227.169
2011-12-01,227.223
2012-01-01,227.842
2012-02-01,228.329
2012-03-01,228.807
2012-04-01,229.187
2012-05-01,228.713
2012-06-01,228.524
2012-07-01,228.59
2012-08-01,229.918
2012-09-01,231.015
2012-10-01,231.638
2012-11-01,231.249
2012-12-01,231.221
2013-01-01,231.679
2013-02-01,232.937
2013-03-01,232.282
2013-04-01,231.797
2013-05-01,231.893
2013-06-01,232.445
2013-07-01,232.9
2013-08-01,233.456
2013-09-01,233.544
2013-10-01,233.669
2013-11-01,234.1
2013-12-01,234.719
2014-01-01,235.288
2014-02-01,235.547
2014-03-01,236.028
2014-04-01,236.468
2014-05-01,236.918
2014-06-01,237.231
2014-07-01,237.498
2014-08-01,237.46
2014-09-01,237.477
2014-10-01,237.43
2014-11-01,236.983
2014-12-01,236.252
2015-01-01,234.747
2015-02-01,235.342
2015-03-01,235.976
2015-04-01,236.222
2015-05-01,237.001
2015-06-01,237.657
2015-07-01,238.034
2015-08-01,238.033
2015-09-01,237.498
2015-10-01,237.733
2015-11-01,238.017
2015-12-01,237.761
2016-01-01,237.652
2016-02-01,237.336
2016-03-01,238.08
2016-04-01,238.992
2016-05-01,239.557
2016-06-01,240.222
2016-07-01,240.101
2016-08-01,240.545
2016-09-01,241.176
2016-10-01,241.741
2016-11-01,242.026
2016-12-01,242.637
2017-01-01,243.618
2017-02-01,244.006
2017-03-01,243.892
2017-04-01,244.193
2017-05-01,244.004
2017-06-01,244.163
2017-07-01,244.243
2017-08-01,245.183
2017-09-01,246.435
2017-10-01,246.626
2017-11-01,247.284
2017-12-01,247.805
2018-01-01,248.743
2018-02-01,249.439
2018-03-01,249.581
2018-04-01,250.146
2018-05-01,250.779
2018-06-01,251.118
2018-07-01,251.323
2018-08-01,251.749
2018-09-01,252.239
2018-10-01,252.862
2018-11-01,252.657
2018-12-01,252.551
2019-01-01,252.47
2019-02-01,253.135
2019-03-01,254.273
2019-04-01,255.163
2019-05-01,255.325
2019-06-01,255.361
2019-07-01,255.9
2019-08-01,256.179
2019-09-01,256.596
2019-10-01,257.305
2019-11-01,257.788
2019-12-01,258.263
2020-01-01,258.682
2020-02-01,259.007
2020-03-01,258.165
2020-04-01,256.094
2020-05-01,255.944
2020-06-01,257.217
2020-07-01,258.543
2020-08-01,259.58
2020-09-01,260.19
2020-10-01,260.352
2020-11-01,260.721
2020-12-01,261.564
2021-01-01,262.2
2021-02-01,263.346
2021-03-01,265.028
2021-04-01,266.727
2021-05-01,268.599
2021-06-01,270.955
2021-07-01,272.184
2021-08-01,273.092
2021-09-01,274.214
2021-10-01,276.59
2021-11-01,278.524
2021-12-01,280.126
2022-01-01,281.933
